time [s],x [m],y [m],speed [m/s],acceleration [m/s^2]
28.2495,0.410526,0.199996,0.000108782,0.000445757
28.2833,0.410526,0.199988,0.000138644,0.00132376
28.317,0.410526,0.199977,0.000197836,0.00218376
28.3508,0.410526,0.19996,0.000285749,0.00302574
28.3845,0.410526,0.199937,0.000401777,0.00384972
28.4183,0.410527,0.199905,0.000545311,0.00465568
28.452,0.410527,0.199863,0.000715743,0.00544364
28.4858,0.410527,0.199808,0.000912466,0.00621358
28.5195,0.410528,0.199739,0.00113487,0.00696551
28.5533,0.41053,0.199654,0.00138235,0.00769944
28.587,0.410532,0.199552,0.0016543,0.00841535
28.6208,0.410535,0.199431,0.0019501,0.00911325
28.6545,0.41054,0.199289,0.00226916,0.00979314
28.6883,0.410547,0.199124,0.00261086,0.010455
28.722,0.410556,0.198937,0.0029746,0.0110989
28.7558,0.41057,0.198724,0.00335976,0.0117248
28.7895,0.410588,0.198484,0.00376574,0.0123326
28.8233,0.410611,0.198217,0.00419194,0.0129224
28.857,0.410642,0.197922,0.00463774,0.0134943
28.8908,0.410681,0.197596,0.00510253,0.0140481
28.9245,0.41073,0.197239,0.00558571,0.0145839
28.9583,0.410791,0.196851,0.00608668,0.0151017
28.992,0.410867,0.19643,0.00660481,0.0156015
29.0258,0.410959,0.195977,0.00713951,0.0160833
29.0595,0.41107,0.19549,0.00769017,0.016547
29.0933,0.411203,0.194969,0.00825617,0.0169928
29.127,0.411361,0.194416,0.00883692,0.0174205
29.1608,0.411546,0.193829,0.0094318,0.0178303
29.1946,0.411763,0.19321,0.0100402,0.018222
29.2283,0.412013,0.192559,0.0106615,0.0185957
29.2621,0.4123,0.191878,0.0112952,0.0189514
29.2958,0.412627,0.191167,0.0119405,0.0192891
29.3296,0.412997,0.190428,0.0125969,0.0196088
29.3633,0.413413,0.189663,0.0132638,0.0199105
29.3971,0.413878,0.188873,0.0139406,0.0201941
29.4308,0.414394,0.188061,0.0146267,0.0204598
29.4646,0.414963,0.187229,0.0153214,0.0207074
29.4983,0.415588,0.186378,0.0160242,0.0209371
29.5321,0.41627,0.185511,0.0167344,0.0211487
29.5658,0.417012,0.18463,0.0174515,0.0213423
29.5996,0.417813,0.183737,0.0181748,0.0215179
29.6333,0.418676,0.182834,0.0189037,0.0216755
29.6671,0.419602,0.181924,0.0196376,0.0218151
29.7008,0.42059,0.181008,0.0203759,0.0219366
29.7346,0.421642,0.180088,0.0211181,0.0220402
29.7683,0.422757,0.179166,0.0218634,0.0221257
29.8021,0.423937,0.178243,0.0226113,0.0221933
29.8358,0.425181,0.177321,0.0233612,0.0222428
29.8696,0.426489,0.176401,0.0241125,0.0222743
29.9033,0.427861,0.175486,0.0248645,0.0222878
29.9371,0.429297,0.174575,0.0256166,0.0222833
29.9708,0.430797,0.173671,0.0263683,0.0222608
30.0046,0.432359,0.172775,0.027119,0.0222203
30.0383,0.433984,0.171887,0.027868,0.0221618
30.0721,0.435672,0.171008,0.0286147,0.0220852
30.1058,0.437421,0.17014,0.0293585,0.0219907
30.1396,0.439231,0.169284,0.0300988,0.0218781
30.1733,0.441102,0.16844,0.030835,0.0217475
30.2071,0.443032,0.167608,0.0315665,0.0215989
30.2408,0.445021,0.166791,0.0322927,0.0214323
30.2746,0.447069,0.165988,0.0330129,0.0212477
30.3083,0.449174,0.1652,0.0337266,0.0210451
30.3421,0.451336,0.164428,0.0344332,0.0208245
30.3758,0.453554,0.163672,0.035132,0.0205859
30.4096,0.455826,0.162933,0.0358225,0.0203292
30.4433,0.458153,0.162212,0.036504,0.0200546
30.4771,0.460533,0.161508,0.0371759,0.0197619
30.5109,0.462964,0.160823,0.0378377,0.0194512
30.5446,0.465447,0.160157,0.0384886,0.0191225
30.5784,0.46798,0.15951,0.0391282,0.0187758
30.6121,0.470562,0.158882,0.0397558,0.0184111
30.6459,0.473191,0.158274,0.0403707,0.0180284
30.6796,0.475867,0.157687,0.0409724,0.0176277
30.7134,0.478589,0.157121,0.0415603,0.0172089
30.7471,0.481354,0.156575,0.0421337,0.0167722
30.7809,0.484162,0.15605,0.0426922,0.0163174
30.8146,0.487012,0.155547,0.0432349,0.0158446
30.8484,0.489903,0.155065,0.0437614,0.0153538
30.8821,0.492832,0.154605,0.044271,0.0148451
30.9159,0.495798,0.154167,0.0447632,0.0143182
30.9496,0.498801,0.153751,0.0452372,0.0137734
30.9834,0.501838,0.153357,0.0456926,0.0132106
31.0171,0.504908,0.152986,0.0461287,0.0126298
31.0509,0.50801,0.152636,0.0465449,0.0120309
31.0846,0.511141,0.152309,0.0469405,0.0114141
31.1184,0.514301,0.152004,0.047315,0.0107792
31.1521,0.517488,0.151721,0.0476678,0.0101263
31.1859,0.520699,0.15146,0.0479983,0.00945545
31.2196,0.523934,0.151221,0.0483058,0.00876655
31.2534,0.52719,0.151005,0.0485897,0.00805964
31.2871,0.530466,0.15081,0.0488495,0.00733473
31.3209,0.53376,0.150637,0.0490845,0.0065918
31.3546,0.53707,0.150485,0.0492942,0.00583086
31.3884,0.540394,0.150354,0.0494778,0.00505191
31.4221,0.543731,0.150244,0.0496349,0.00425495
31.4559,0.547077,0.150155,0.0497648,0.00343998
31.4896,0.550432,0.150087,0.0498668,0.002607
31.5234,0.553793,0.150038,0.0499404,0.00175601
31.5571,0.557159,0.15001,0.049985,0.000887011
31.5909,0.560526,0.15,0.05,0
31.5909,0.560526,0.15,0.05,0
31.629,0.562431,0.15,0.05,0
31.6671,0.564335,0.15,0.05,0
31.7051,0.566239,0.15,0.05,0
31.7432,0.568143,0.15,0.05,0
31.7813,0.570048,0.15,0.05,0
31.8194,0.571952,0.15,0.05,0
31.8575,0.573856,0.15,0.05,0
31.8956,0.57576,0.15,0.05,0
31.9337,0.577665,0.15,0.05,0
31.9717,0.579569,0.15,0.05,0
32.0098,0.581473,0.15,0.05,0
32.0479,0.583377,0.15,0.05,0
32.086,0.585282,0.15,0.05,0
32.1241,0.587186,0.15,0.05,0
32.1622,0.58909,0.15,0.05,0
32.2003,0.590994,0.15,0.05,0
32.2383,0.592899,0.15,0.05,0
32.2764,0.594803,0.15,0.05,0
32.3145,0.596707,0.15,0.05,0
32.3526,0.598611,0.15,0.05,0
32.3907,0.600516,0.15,0.05,0
32.4288,0.60242,0.15,0.05,0
32.4668,0.604324,0.15,0.05,0
32.5049,0.606229,0.15,0.05,0
32.543,0.608133,0.15,0.05,0
32.5811,0.610037,0.15,0.05,0
32.6192,0.611941,0.15,0.05,0
32.6573,0.613846,0.15,0.05,0
32.6954,0.61575,0.15,0.05,0
32.7334,0.617654,0.15,0.05,0
32.7715,0.619558,0.15,0.05,0
32.8096,0.621463,0.15,0.05,0
32.8477,0.623367,0.15,0.05,0
32.8858,0.625271,0.15,0.05,0
32.9239,0.627175,0.15,0.05,0
32.962,0.62908,0.15,0.05,0
33,0.630984,0.15,0.05,0
33.0381,0.632888,0.15,0.05,0
33.0762,0.634792,0.15,0.05,0
33.1143,0.636697,0.15,0.05,0
33.1524,0.638601,0.15,0.05,0
33.1905,0.640505,0.15,0.05,0
33.2286,0.642409,0.15,0.05,0
33.2666,0.644314,0.15,0.05,0
33.3047,0.646218,0.15,0.05,0
33.3428,0.648122,0.15,0.05,0
33.3809,0.650026,0.15,0.05,0
33.419,0.651931,0.15,0.05,0
33.4571,0.653835,0.15,0.05,0
33.4951,0.655739,0.15,0.05,0
33.5332,0.657643,0.15,0.05,0
33.5713,0.659548,0.15,0.05,0
33.6094,0.661452,0.15,0.05,0
33.6475,0.663356,0.15,0.05,0
33.6856,0.665261,0.15,0.05,0
33.7237,0.667165,0.15,0.05,0
33.7617,0.669069,0.15,0.05,0
33.7998,0.670973,0.15,0.05,0
33.8379,0.672878,0.15,0.05,0
33.876,0.674782,0.15,0.05,0
33.9141,0.676686,0.15,0.05,0
33.9522,0.67859,0.15,0.05,0
33.9903,0.680495,0.15,0.05,0
34.0283,0.682399,0.15,0.05,0
34.0664,0.684303,0.15,0.05,0
34.1045,0.686207,0.15,0.05,0
34.1426,0.688112,0.15,0.05,0
34.1807,0.690016,0.15,0.05,0
34.2188,0.69192,0.15,0.05,0
34.2569,0.693824,0.15,0.05,0
34.2949,0.695729,0.15,0.05,0
34.333,0.697633,0.15,0.05,0
34.3711,0.699537,0.15,0.05,0
34.4092,0.701441,0.15,0.05,0
34.4473,0.703346,0.15,0.05,0
34.4854,0.70525,0.15,0.05,0
34.5234,0.707154,0.15,0.05,0
34.5615,0.709058,0.15,0.05,0
34.5996,0.710963,0.15,0.05,0
34.6377,0.712867,0.15,0.05,0
34.6758,0.714771,0.15,0.05,0
34.7139,0.716675,0.15,0.05,0
34.752,0.71858,0.15,0.05,0
34.79,0.720484,0.15,0.05,0
34.8281,0.722388,0.15,0.05,0
34.8662,0.724293,0.15,0.05,0
34.9043,0.726197,0.15,0.05,0
34.9424,0.728101,0.15,0.05,0
34.9805,0.730005,0.15,0.05,0
35.0186,0.73191,0.15,0.05,0
35.0566,0.733814,0.15,0.05,0
35.0947,0.735718,0.15,0.05,0
35.1328,0.737622,0.15,0.05,0
35.1709,0.739527,0.15,0.05,0
35.209,0.741431,0.15,0.05,0
35.2471,0.743335,0.15,0.05,0
35.2852,0.745239,0.15,0.05,0
35.3232,0.747144,0.15,0.05,0
35.3613,0.749048,0.15,0.05,0
35.3994,0.750952,0.15,0.05,0
35.4375,0.752856,0.15,0.05,0
35.4756,0.754761,0.15,0.05,0
35.5137,0.756665,0.15,0.05,0
35.5517,0.758569,0.15,0.05,0
35.5898,0.760473,0.15,0.05,0
35.6279,0.762378,0.15,0.05,0
35.666,0.764282,0.15,0.05,0
35.7041,0.766186,0.15,0.05,0
35.7422,0.76809,0.15,0.05,0
35.7803,0.769995,0.15,0.05,0
35.8183,0.771899,0.15,0.05,0
35.8564,0.773803,0.15,0.05,0
35.8945,0.775707,0.15,0.05,0
35.9326,0.777612,0.15,0.05,0
35.9707,0.779516,0.15,0.05,0
36.0088,0.78142,0.15,0.05,0
36.0469,0.783325,0.15,0.05,0
36.0849,0.785229,0.15,0.05,0
36.123,0.787133,0.15,0.05,0
36.1611,0.789037,0.15,0.05,0
36.1992,0.790942,0.15,0.05,0
36.2373,0.792846,0.15,0.05,0
36.2754,0.79475,0.15,0.05,0
36.3135,0.796654,0.15,0.05,0
36.3515,0.798559,0.15,0.05,0
36.3896,0.800463,0.15,0.05,0
36.4277,0.802367,0.15,0.05,0
36.4658,0.804271,0.15,0.05,0
36.5039,0.806176,0.15,0.05,0
36.542,0.80808,0.15,0.05,0
36.58,0.809984,0.15,0.05,0
36.6181,0.811888,0.15,0.05,0
36.6562,0.813793,0.15,0.05,0
36.6943,0.815697,0.15,0.05,0
36.7324,0.817601,0.15,0.05,0
36.7705,0.819505,0.15,0.05,0
36.8086,0.82141,0.15,0.05,0
36.8466,0.823314,0.15,0.05,0
36.8847,0.825218,0.15,0.05,0
36.9228,0.827122,0.15,0.05,0
36.9609,0.829027,0.15,0.05,0
36.999,0.830931,0.15,0.05,0
37.0371,0.832835,0.15,0.05,0
37.0752,0.834739,0.15,0.05,0
37.1132,0.836644,0.15,0.05,0
37.1513,0.838548,0.15,0.05,0
37.1894,0.840452,0.15,0.05,0
37.2275,0.842357,0.15,0.05,0
37.2656,0.844261,0.15,0.05,0
37.3037,0.846165,0.15,0.05,0
37.3417,0.848069,0.15,0.05,0
37.3798,0.849974,0.15,0.05,0
37.4179,0.851878,0.15,0.05,0
37.456,0.853782,0.15,0.05,0
37.4941,0.855686,0.15,0.05,0
37.5322,0.857591,0.15,0.05,0
37.5703,0.859495,0.15,0.05,0
37.6083,0.861399,0.15,0.05,0
37.6464,0.863303,0.15,0.05,0
37.6845,0.865208,0.15,0.05,0
37.7226,0.867112,0.15,0.05,0
37.7607,0.869016,0.15,0.05,0
37.7988,0.87092,0.15,0.05,0
37.8369,0.872825,0.15,0.05,0
37.8749,0.874729,0.15,0.05,0
37.913,0.876633,0.15,0.05,0
37.9511,0.878537,0.15,0.05,0
37.9892,0.880442,0.15,0.05,0
38.0273,0.882346,0.15,0.05,0
38.0654,0.88425,0.15,0.05,0
38.1035,0.886154,0.15,0.05,0
38.1415,0.888059,0.15,0.05,0
38.1796,0.889963,0.15,0.05,0
38.2177,0.891867,0.15,0.05,0
38.2558,0.893771,0.15,0.05,0
38.2939,0.895676,0.15,0.05,0
38.332,0.89758,0.15,0.05,0
38.37,0.899484,0.15,0.05,0
38.4081,0.901389,0.15,0.05,0
38.4462,0.903293,0.15,0.05,0
38.4843,0.905197,0.15,0.05,0
38.5224,0.907101,0.15,0.05,0
38.5605,0.909006,0.15,0.05,0
38.5986,0.91091,0.15,0.05,0
38.6366,0.912814,0.15,0.05,0
38.6747,0.914718,0.15,0.05,0
38.7128,0.916623,0.15,0.05,0
38.7509,0.918527,0.15,0.05,0
38.789,0.920431,0.15,0.05,0
38.8271,0.922335,0.15,0.05,0
38.8652,0.92424,0.15,0.05,0
38.9032,0.926144,0.15,0.05,0
38.9413,0.928048,0.15,0.05,0
38.9794,0.929952,0.15,0.05,0
39.0175,0.931857,0.15,0.05,0
39.0556,0.933761,0.15,0.05,0
39.0937,0.935665,0.15,0.05,0
39.1318,0.937569,0.15,0.05,0
39.1698,0.939474,0.15,0.05,0
39.1698,0.939474,0.15,0.05,-0
39.2036,0.942841,0.14999,0.049985,-0.000887011
39.2373,0.946207,0.149962,0.0499404,-0.00175601
39.2711,0.949568,0.149913,0.0498668,-0.002607
39.3048,0.952923,0.149845,0.0497648,-0.00343998
39.3386,0.956269,0.149756,0.0496349,-0.00425495
39.3723,0.959606,0.149646,0.0494778,-0.00505191
39.4061,0.96293,0.149515,0.0492942,-0.00583086
39.4398,0.96624,0.149363,0.0490845,-0.0065918
39.4736,0.969534,0.14919,0.0488495,-0.00733473
39.5074,0.97281,0.148995,0.0485897,-0.00805964
39.5411,0.976066,0.148779,0.0483058,-0.00876655
39.5749,0.979301,0.14854,0.0479983,-0.00945545
39.6086,0.982512,0.148279,0.0476678,-0.0101263
39.6424,0.985699,0.147996,0.047315,-0.0107792
39.6761,0.988859,0.147691,0.0469405,-0.0114141
39.7099,0.99199,0.147364,0.0465449,-0.0120309
39.7436,0.995092,0.147014,0.0461287,-0.0126298
39.7774,0.998162,0.146643,0.0456926,-0.0132106
39.8111,1.0012,0.146249,0.0452372,-0.0137734
39.8449,1.0042,0.145833,0.0447632,-0.0143182
39.8786,1.00717,0.145395,0.044271,-0.0148451
39.9124,1.0101,0.144935,0.0437614,-0.0153538
39.9461,1.01299,0.144453,0.0432349,-0.0158446
39.9799,1.01584,0.14395,0.0426922,-0.0163174
40.0136,1.01865,0.143425,0.0421337,-0.0167722
40.0474,1.02141,0.142879,0.0415603,-0.0172089
40.0811,1.02413,0.142313,0.0409724,-0.0176277
40.1149,1.02681,0.141726,0.0403707,-0.0180284
40.1486,1.02944,0.141118,0.0397558,-0.0184111
40.1824,1.03202,0.14049,0.0391282,-0.0187758
40.2161,1.03455,0.139843,0.0384886,-0.0191225
40.2499,1.03704,0.139177,0.0378377,-0.0194512
40.2836,1.03947,0.138492,0.0371759,-0.0197619
40.3174,1.04185,0.137788,0.036504,-0.0200546
40.3511,1.04417,0.137067,0.0358225,-0.0203292
40.3849,1.04645,0.136328,0.035132,-0.0205859
40.4186,1.04866,0.135572,0.0344332,-0.0208245
40.4524,1.05083,0.1348,0.0337266,-0.0210451
40.4861,1.05293,0.134012,0.0330129,-0.0212477
40.5199,1.05498,0.133209,0.0322927,-0.0214323
40.5536,1.05697,0.132392,0.0315665,-0.0215989
40.5874,1.0589,0.13156,0.030835,-0.0217475
40.6211,1.06077,0.130716,0.0300988,-0.0218781
40.6549,1.06258,0.12986,0.0293585,-0.0219907
40.6886,1.06433,0.128992,0.0286147,-0.0220852
40.7224,1.06602,0.128113,0.027868,-0.0221618
40.7561,1.06764,0.127225,0.027119,-0.0222203
40.7899,1.0692,0.126329,0.0263683,-0.0222608
40.8236,1.0707,0.125425,0.0256166,-0.0222833
40.8574,1.07214,0.124514,0.0248645,-0.0222878
40.8912,1.07351,0.123599,0.0241125,-0.0222743
40.9249,1.07482,0.122679,0.0233612,-0.0222428
40.9587,1.07606,0.121757,0.0226113,-0.0221933
40.9924,1.07724,0.120834,0.0218634,-0.0221257
41.0262,1.07836,0.119912,0.0211181,-0.0220402
41.0599,1.07941,0.118992,0.0203759,-0.0219366
41.0937,1.0804,0.118076,0.0196376,-0.0218151
41.1274,1.08132,0.117166,0.0189037,-0.0216755
41.1612,1.08219,0.116263,0.0181748,-0.0215179
41.1949,1.08299,0.11537,0.0174515,-0.0213423
41.2287,1.08373,0.114489,0.0167344,-0.0211487
41.2624,1.08441,0.113622,0.0160242,-0.0209371
41.2962,1.08504,0.112771,0.0153214,-0.0207074
41.3299,1.08561,0.111939,0.0146267,-0.0204598
41.3637,1.08612,0.111127,0.0139406,-0.0201941
41.3974,1.08659,0.110337,0.0132638,-0.0199105
41.4312,1.087,0.109572,0.0125969,-0.0196088
41.4649,1.08737,0.108833,0.0119405,-0.0192891
41.4987,1.0877,0.108122,0.0112952,-0.0189514
41.5324,1.08799,0.107441,0.0106615,-0.0185957
41.5662,1.08824,0.10679,0.0100402,-0.018222
41.5999,1.08845,0.106171,0.0094318,-0.0178303
41.6337,1.08864,0.105584,0.00883692,-0.0174205
41.6674,1.0888,0.105031,0.00825617,-0.0169928
41.7012,1.08893,0.10451,0.00769017,-0.016547
41.7349,1.08904,0.104023,0.00713951,-0.0160833
41.7687,1.08913,0.10357,0.00660481,-0.0156015
41.8024,1.08921,0.103149,0.00608668,-0.0151017
41.8362,1.08927,0.102761,0.00558571,-0.0145839
41.8699,1.08932,0.102404,0.00510253,-0.0140481
41.9037,1.08936,0.102078,0.00463774,-0.0134943
41.9374,1.08939,0.101783,0.00419194,-0.0129224
41.9712,1.08941,0.101516,0.00376574,-0.0123326
42.0049,1.08943,0.101276,0.00335976,-0.0117248
42.0387,1.08944,0.101063,0.0029746,-0.0110989
42.0724,1.08945,0.100876,0.00261086,-0.010455
42.1062,1.08946,0.100711,0.00226916,-0.00979314
42.1399,1.08947,0.100569,0.0019501,-0.00911325
42.1737,1.08947,0.100448,0.0016543,-0.00841535
42.2074,1.08947,0.100346,0.00138235,-0.00769944
42.2412,1.08947,0.100261,0.00113487,-0.00696551
42.275,1.08947,0.100192,0.000912466,-0.00621358
42.3087,1.08947,0.100137,0.000715743,-0.00544364
42.3425,1.08947,0.100095,0.000545311,-0.00465568
42.3762,1.08947,0.100063,0.000401777,-0.00384972
42.41,1.08947,0.10004,0.000285749,-0.00302574
42.4437,1.08947,0.100023,0.000197836,-0.00218376
42.4775,1.08947,0.100012,0.000138644,-0.00132376
42.5112,1.08947,0.100004,0.000108782,-0.000445757
42.545,1.08947,0.0999963,0.000108782,0.000445757
42.5787,1.08947,0.099988,0.000138644,0.00132376
42.6125,1.08947,0.0999767,0.000197836,0.00218376
42.6462,1.08947,0.0999604,0.000285749,0.00302574
42.68,1.08947,0.0999372,0.000401777,0.00384972
42.7137,1.08947,0.0999053,0.000545311,0.00465568
42.7475,1.08947,0.0998629,0.000715743,0.00544364
42.7812,1.08947,0.099808,0.000912466,0.00621358
42.815,1.08947,0.0997391,0.00113487,0.00696551
42.8487,1.08947,0.0996543,0.00138235,0.00769944
42.8825,1.08947,0.0995521,0.0016543,0.00841535
42.9162,1.08947,0.0994307,0.0019501,0.00911325
42.95,1.08946,0.0992887,0.00226916,0.00979314
42.9837,1.08945,0.0991245,0.00261086,0.010455
43.0175,1.08944,0.0989366,0.0029746,0.0110989
43.0512,1.08943,0.0987237,0.00335976,0.0117248
43.085,1.08941,0.0984843,0.00376574,0.0123326
43.1187,1.08939,0.0982174,0.00419194,0.0129224
43.1525,1.08936,0.0979216,0.00463774,0.0134943
43.1862,1.08932,0.0975958,0.00510253,0.0140481
43.22,1.08927,0.0972392,0.00558571,0.0145839
43.2537,1.08921,0.0968509,0.00608668,0.0151017
43.2875,1.08913,0.0964302,0.00660481,0.0156015
43.3212,1.08904,0.0959766,0.00713951,0.0160833
43.355,1.08893,0.0954897,0.00769017,0.016547
43.3887,1.0888,0.0949694,0.00825617,0.0169928
43.4225,1.08864,0.0944157,0.00883692,0.0174205
43.4562,1.08845,0.0938291,0.0094318,0.0178303
43.49,1.08824,0.0932099,0.0100402,0.018222
43.5237,1.08799,0.0925591,0.0106615,0.0185957
43.5575,1.0877,0.0918776,0.0112952,0.0189514
43.5913,1.08737,0.0911667,0.0119405,0.0192891
43.625,1.087,0.0904278,0.0125969,0.0196088
43.6588,1.08659,0.0896626,0.0132638,0.0199105
43.6925,1.08612,0.0888731,0.0139406,0.0201941
43.7263,1.08561,0.088061,0.0146267,0.0204598
43.76,1.08504,0.0872285,0.0153214,0.0207074
43.7938,1.08441,0.0863777,0.0160242,0.0209371
43.8275,1.08373,0.0855108,0.0167344,0.0211487
43.8613,1.08299,0.0846299,0.0174515,0.0213423
43.895,1.08219,0.0837371,0.0181748,0.0215179
43.9288,1.08132,0.0828345,0.0189037,0.0216755
