time [s],x [m],y [m],speed [m/s],acceleration [m/s²]
20.8005,0.956452,0.25,0.0785172,0.00891338
20.841,0.95435,0.25,0.0788567,0.00788491
20.8814,0.952239,0.25,0.0791541,0.00683196
20.9218,0.950121,0.25,0.0794084,0.00575451
20.9622,0.947998,0.25,0.0796188,0.00465259
21.0026,0.94587,0.25,0.0797841,0.00352617
21.043,0.94374,0.25,0.0799034,0.00237527
21.0834,0.941607,0.25,0.0799757,0.00119988
21.1238,0.939474,0.25,0.08,0
21.1238,0.939474,0.25,0.08,0
21.1716,0.935646,0.25,0.08,0
21.2195,0.931818,0.25,0.08,0
21.2673,0.92799,0.25,0.08,0
21.3152,0.924163,0.25,0.08,0
21.363,0.920335,0.25,0.08,0
21.4109,0.916507,0.25,0.08,0
21.4587,0.912679,0.25,0.08,0
21.5066,0.908852,0.25,0.08,0
21.5544,0.905024,0.25,0.08,0
21.6023,0.901196,0.25,0.08,0
21.6501,0.897368,0.25,0.08,0
21.6979,0.893541,0.25,0.08,0
21.7458,0.889713,0.25,0.08,0
21.7936,0.885885,0.25,0.08,0
21.8415,0.882057,0.25,0.08,0
21.8893,0.87823,0.25,0.08,0
21.9372,0.874402,0.25,0.08,0
21.985,0.870574,0.25,0.08,0
22.0329,0.866746,0.25,0.08,0
22.0807,0.862919,0.25,0.08,0
22.1286,0.859091,0.25,0.08,0
22.1764,0.855263,0.25,0.08,0
22.2243,0.851435,0.25,0.08,0
22.2721,0.847608,0.25,0.08,0
22.32,0.84378,0.25,0.08,0
22.3678,0.839952,0.25,0.08,0
22.4156,0.836124,0.25,0.08,0
22.4635,0.832297,0.25,0.08,0
22.5113,0.828469,0.25,0.08,0
22.5592,0.824641,0.25,0.08,0
22.607,0.820813,0.25,0.08,0
22.6549,0.816986,0.25,0.08,0
22.7027,0.813158,0.25,0.08,0
22.7506,0.80933,0.25,0.08,0
22.7984,0.805502,0.25,0.08,0
22.8463,0.801675,0.25,0.08,0
22.8941,0.797847,0.25,0.08,0
22.942,0.794019,0.25,0.08,0
22.9898,0.790191,0.25,0.08,0
23.0377,0.786364,0.25,0.08,0
23.0855,0.782536,0.25,0.08,0
23.1334,0.778708,0.25,0.08,0
23.1812,0.77488,0.25,0.08,0
23.229,0.771053,0.25,0.08,0
23.2769,0.767225,0.25,0.08,0
23.3247,0.763397,0.25,0.08,0
23.3726,0.759569,0.25,0.08,0
23.4204,0.755742,0.25,0.08,0
23.4683,0.751914,0.25,0.08,0
23.5161,0.748086,0.25,0.08,0
23.564,0.744258,0.25,0.08,0
23.6118,0.740431,0.25,0.08,0
23.6597,0.736603,0.25,0.08,0
23.7075,0.732775,0.25,0.08,0
23.7554,0.728947,0.25,0.08,0
23.8032,0.72512,0.25,0.08,0
23.8511,0.721292,0.25,0.08,0
23.8989,0.717464,0.25,0.08,0
23.9467,0.713636,0.25,0.08,0
23.9946,0.709809,0.25,0.08,0
24.0424,0.705981,0.25,0.08,0
24.0903,0.702153,0.25,0.08,0
24.1381,0.698325,0.25,0.08,0
24.186,0.694498,0.25,0.08,0
24.2338,0.69067,0.25,0.08,0
24.2817,0.686842,0.25,0.08,0
24.3295,0.683014,0.25,0.08,0
24.3774,0.679187,0.25,0.08,0
24.4252,0.675359,0.25,0.08,0
24.4731,0.671531,0.25,0.08,0
24.5209,0.667703,0.25,0.08,0
24.5688,0.663876,0.25,0.08,0
24.6166,0.660048,0.25,0.08,0
24.6645,0.65622,0.25,0.08,0
24.7123,0.652392,0.25,0.08,0
24.7601,0.648565,0.25,0.08,0
24.808,0.644737,0.25,0.08,0
24.8558,0.640909,0.25,0.08,0
24.9037,0.637081,0.25,0.08,0
24.9515,0.633254,0.25,0.08,0
24.9994,0.629426,0.25,0.08,0
25.0472,0.625598,0.25,0.08,0
25.0951,0.62177,0.25,0.08,0
25.1429,0.617943,0.25,0.08,0
25.1908,0.614115,0.25,0.08,0
25.2386,0.610287,0.25,0.08,0
25.2865,0.606459,0.25,0.08,0
25.3343,0.602632,0.25,0.08,0
25.3822,0.598804,0.25,0.08,0
25.43,0.594976,0.25,0.08,0
25.4778,0.591148,0.25,0.08,0
25.5257,0.587321,0.25,0.08,0
25.5735,0.583493,0.25,0.08,0
25.6214,0.579665,0.25,0.08,0
25.6692,0.575837,0.25,0.08,0
25.7171,0.57201,0.25,0.08,0
25.7649,0.568182,0.25,0.08,0
25.8128,0.564354,0.25,0.08,0
25.8606,0.560526,0.25,0.08,0
25.8606,0.558393,0.25,0.08,-0
25.901,0.55626,0.25,0.0799757,-0.00119988
25.9414,0.55413,0.25,0.0799034,-0.00237527
25.9818,0.552002,0.25,0.0797841,-0.00352617
26.0222,0.549879,0.25,0.0796188,-0.00465259
26.0626,0.547761,0.25,0.0794084,-0.00575451
26.103,0.54565,0.25,0.0791541,-0.00683196
26.1435,0.543548,0.25,0.0788567,-0.00788491
26.1839,0.541454,0.25,0.0785172,-0.00891338
26.2243,0.53937,0.25,0.0781367,-0.00991736
26.2647,0.537298,0.25,0.0777162,-0.0108968
26.3051,0.535238,0.25,0.0772565,-0.0118519
26.3455,0.533191,0.25,0.0767588,-0.0127824
26.3859,0.531158,0.25,0.0762239,-0.0136884
26.4263,0.529141,0.25,0.075653,-0.0145699
26.4667,0.527139,0.25,0.0750469,-0.015427
26.5071,0.525155,0.25,0.0744067,-0.0162596
26.5475,0.523189,0.25,0.0737333,-0.0170676
26.5879,0.521242,0.25,0.0730278,-0.0178512
26.6283,0.519314,0.25,0.0722911,-0.0186103
26.6687,0.517406,0.25,0.0715243,-0.019345
26.7091,0.51552,0.25,0.0707282,-0.0200551
26.7495,0.513656,0.25,0.069904,-0.0207407
26.7899,0.511815,0.25,0.0690525,-0.0214019
26.8303,0.509997,0.25,0.0681749,-0.0220386
26.8707,0.508203,0.25,0.067272,-0.0226507
26.9111,0.506434,0.25,0.0663448,-0.0232384
26.9515,0.50469,0.25,0.0653944,-0.0238017
26.9919,0.502972,0.25,0.0644218,-0.0243404
27.0323,0.501281,0.25,0.0634279,-0.0248546
27.0727,0.499616,0.25,0.0624137,-0.0253444
27.1131,0.497979,0.25,0.0613802,-0.0258096
27.1536,0.496371,0.25,0.0603284,-0.0262504
27.194,0.49479,0.25,0.0592593,-0.0266667
27.2344,0.493239,0.25,0.0581738,-0.0270585
27.2748,0.491717,0.25,0.057073,-0.0274258
27.3152,0.490225,0.25,0.0559579,-0.0277686
27.3556,0.488763,0.25,0.0548294,-0.0280869
27.396,0.487331,0.25,0.0536886,-0.0283808
27.4364,0.48593,0.25,0.0525364,-0.0286501
27.4768,0.48456,0.25,0.0513738,-0.028895
27.5172,0.483222,0.25,0.0502018,-0.0291154
27.5576,0.481914,0.25,0.0490213,-0.0293113
27.598,0.480639,0.25,0.0478335,-0.0294827
27.6384,0.479395,0.25,0.0466392,-0.0296296
27.6788,0.478183,0.25,0.0454395,-0.0297521
27.7192,0.477004,0.25,0.0442354,-0.02985
27.7596,0.475856,0.25,0.0430277,-0.0299235
27.8,0.474741,0.25,0.0418176,-0.0299725
27.8404,0.473658,0.25,0.040606,-0.0299969
27.8808,0.472608,0.25,0.039394,-0.0299969
27.9212,0.47159,0.25,0.0381824,-0.0299725
27.9616,0.470604,0.25,0.0369723,-0.0299235
28.002,0.46965,0.25,0.0357646,-0.02985
28.0424,0.468728,0.25,0.0345605,-0.0297521
28.0828,0.467839,0.25,0.0333608,-0.0296296
28.1233,0.466981,0.25,0.0321665,-0.0294827
28.1637,0.466155,0.25,0.0309787,-0.0293113
28.2041,0.46536,0.25,0.0297982,-0.0291154
28.2445,0.464597,0.25,0.0286262,-0.028895
28.2849,0.463864,0.25,0.0274636,-0.0286501
28.3253,0.463163,0.25,0.0263114,-0.0283808
28.3657,0.462492,0.25,0.0251706,-0.0280869
28.4061,0.461851,0.25,0.0240421,-0.0277686
28.4465,0.461239,0.25,0.022927,-0.0274258
28.4869,0.460657,0.25,0.0218262,-0.0270585
28.5273,0.460104,0.25,0.0207407,-0.0266667
28.5677,0.459579,0.25,0.0196716,-0.0262504
28.6081,0.459083,0.25,0.0186198,-0.0258096
28.6485,0.458614,0.25,0.0175863,-0.0253444
28.6889,0.458172,0.25,0.0165721,-0.0248546
28.7293,0.457757,0.25,0.0155782,-0.0243404
28.7697,0.457367,0.25,0.0146056,-0.0238017
28.8101,0.457003,0.25,0.0136552,-0.0232384
28.8505,0.456664,0.25,0.012728,-0.0226507
28.8909,0.456348,0.25,0.0118251,-0.0220386
28.9313,0.456056,0.25,0.0109475,-0.0214019
28.9717,0.455787,0.25,0.010096,-0.0207407
29.0121,0.45554,0.25,0.00927178,-0.0200551
29.0525,0.455314,0.25,0.00847574,-0.019345
29.0929,0.455108,0.25,0.00770888,-0.0186103
29.1334,0.454922,0.25,0.0069722,-0.0178512
29.1738,0.454755,0.25,0.00626669,-0.0170676
29.2142,0.454606,0.25,0.00559333,-0.0162596
29.2546,0.454474,0.25,0.00495311,-0.015427
29.295,0.454358,0.25,0.00434703,-0.0145699
29.3354,0.454257,0.25,0.00377607,-0.0136884
29.3758,0.454171,0.25,0.00324123,-0.0127824
29.4162,0.454098,0.25,0.00274348,-0.0118519
29.4566,0.454037,0.25,0.00228383,-0.0108968
29.497,0.453987,0.25,0.00186326,-0.00991736
29.5374,0.453948,0.25,0.00148276,-0.00891338
29.5778,0.453917,0.25,0.00114332,-0.00788491
29.6182,0.453895,0.25,0.000845925,-0.00683196
29.6586,0.453879,0.25,0.00059157,-0.00575451
29.699,0.453869,0.25,0.000381243,-0.00465259
29.7394,0.453863,0.25,0.000215933,-0.00352617
29.7798,0.45386,0.25,9.663e-05,-0.00237527
29.8202,0.45386,0.25,2.43224e-05,-0.00119988
29.8606,0.45386,0.25,0,-0
29.8606,0.45386,0.25,0,0
29.9049,0.45386,0.249999,6.83708e-05,0.00305436
29.9492,0.45386,0.249992,0.000267931,0.00592172
29.9936,0.45386,0.249973,0.000590478,0.00860593
30.0379,0.45386,0.249938,0.00102798,0.0111108
30.0822,0.45386,0.249881,0.00157259,0.0134403
30.1265,0.45386,0.249797,0.0022166,0.0155982
30.1708,0.45386,0.249683,0.0029525,0.0175884
30.2151,0.45386,0.249534,0.00377295,0.0194147
30.2594,0.45386,0.249347,0.00467077,0.0210811
30.3037,0.45386,0.249119,0.00563896,0.0225912
30.3481,0.45386,0.248847,0.00667067,0.0239491
30.3924,0.45386,0.248527,0.00775925,0.0251585
30.4367,0.45386,0.248158,0.0088982,0.0262233
30.481,0.45386,0.247738,0.0100812,0.0271474
30.5253,0.45386,0.247264,0.0113021,0.0279346
30.5696,0.45386,0.246736,0.0125549,0.0285887
30.6139,0.45386,0.246151,0.0138339,0.0291138
30.6582,0.45386,0.245509,0.0151333,0.0295135
30.7026,0.45386,0.24481,0.0164477,0.0297917
30.7469,0.45386,0.244052,0.0177719,0.0299524
30.7912,0.45386,0.243235,0.0191006,0.0299993
30.8355,0.45386,0.242359,0.0204289,0.0299363
30.8798,0.45386,0.241424,0.0217521,0.0297673
30.9241,0.45386,0.240431,0.0230655,0.0294961
30.9684,0.45386,0.23938,0.0243648,0.0291266
31.0127,0.45386,0.238272,0.0256455,0.0286627
31.0571,0.45386,0.237108,0.0269037,0.0281081
31.1014,0.45386,0.235888,0.0281353,0.0274667
31.1457,0.45386,0.234615,0.0293367,0.0267425
31.19,0.45386,0.233289,0.0305042,0.0259392
31.2343,0.45386,0.231912,0.0316344,0.0250608
31.2786,0.45386,0.230486,0.0327241,0.024111
31.3229,0.45386,0.229012,0.0337703,0.0230937
31.3673,0.45386,0.227494,0.0347699,0.0220128
31.4116,0.45386,0.225932,0.0357203,0.0208722
31.4559,0.45386,0.224329,0.0366189,0.0196757
31.5002,0.45386,0.222687,0.0374633,0.018427
31.5445,0.45386,0.221009,0.0382513,0.0171302
31.5888,0.45386,0.219298,0.0389808,0.0157891
31.6331,0.45386,0.217555,0.03965,0.0144075
31.6774,0.45386,0.215785,0.0402571,0.0129892
31.7218,0.45386,0.213989,0.0408006,0.0115382
31.7661,0.45386,0.21217,0.0412792,0.0100582
31.8104,0.45386,0.210331,0.0416917,0.00855323
31.8547,0.45386,0.208476,0.042037,0.00702702
31.899,0.45386,0.206607,0.0423142,0.00548345
31.9433,0.45386,0.204727,0.0425227,0.00392639
31.9876,0.45386,0.202839,0.042662,0.00235969
32.0319,0.45386,0.200947,0.0427318,0.000787206
32.0763,0.45386,0.199053,0.0427318,-0.000787206
32.1206,0.45386,0.197161,0.042662,-0.00235969
32.1649,0.45386,0.195273,0.0425227,-0.00392639
32.2092,0.45386,0.193393,0.0423142,-0.00548345
32.2535,0.45386,0.191524,0.042037,-0.00702702
32.2978,0.45386,0.189669,0.0416917,-0.00855323
32.3421,0.45386,0.18783,0.0412792,-0.0100582
32.3864,0.45386,0.186011,0.0408006,-0.0115382
32.4308,0.45386,0.184215,0.0402571,-0.0129892
32.4751,0.45386,0.182445,0.03965,-0.0144075
32.5194,0.45386,0.180702,0.0389808,-0.0157891
32.5637,0.45386,0.178991,0.0382513,-0.0171302
32.608,0.45386,0.177313,0.0374633,-0.018427
32.6523,0.45386,0.175671,0.0366189,-0.0196757
32.6966,0.45386,0.174068,0.0357203,-0.0208722
32.7409,0.45386,0.172506,0.0347699,-0.0220128
32.7853,0.45386,0.170988,0.0337703,-0.0230937
32.8296,0.45386,0.169514,0.0327241,-0.024111
32.8739,0.45386,0.168088,0.0316344,-0.0250608
32.9182,0.45386,0.166711,0.0305042,-0.0259392
32.9625,0.45386,0.165385,0.0293367,-0.0267425
33.0068,0.45386,0.164112,0.0281353,-0.0274667
33.0511,0.45386,0.162892,0.0269037,-0.0281081
33.0954,0.45386,0.161728,0.0256455,-0.0286627
33.1398,0.45386,0.16062,0.0243648,-0.0291266
33.1841,0.45386,0.159569,0.0230655,-0.0294961
33.2284,0.45386,0.158576,0.0217521,-0.0297673
33.2727,0.45386,0.157641,0.0204289,-0.0299363
33.317,0.45386,0.156765,0.0191006,-0.0299993
33.3613,0.45386,0.155948,0.0177719,-0.0299524
33.4056,0.45386,0.15519,0.0164477,-0.0297917
33.4499,0.45386,0.154491,0.0151333,-0.0295135
33.4943,0.45386,0.153849,0.0138339,-0.0291138
33.5386,0.45386,0.153264,0.0125549,-0.0285887
33.5829,0.45386,0.152736,0.0113021,-0.0279346
33.6272,0.45386,0.152262,0.0100812,-0.0271474
33.6715,0.45386,0.151842,0.0088982,-0.0262233
33.7158,0.45386,0.151473,0.00775925,-0.0251585
33.7601,0.45386,0.151153,0.00667067,-0.0239491
33.8044,0.45386,0.150881,0.00563896,-0.0225912
33.8488,0.45386,0.150653,0.00467077,-0.0210811
33.8931,0.45386,0.150466,0.00377295,-0.0194147
33.9374,0.45386,0.150317,0.0029525,-0.0175884
33.9817,0.45386,0.150203,0.0022166,-0.0155982
34.026,0.45386,0.150119,0.00157259,-0.0134403
34.0703,0.45386,0.150062,0.00102798,-0.0111108
34.1146,0.45386,0.150027,0.000590478,-0.00860593
34.1589,0.45386,0.150008,0.000267931,-0.00592172
34.2033,0.45386,0.150001,6.83708e-05,-0.00305436
34.2476,0.45386,0.15,0,0
34.2476,0.45386,0.15,0,0
34.288,0.45386,0.15,2.43224e-05,0.00119988
34.3284,0.453863,0.15,9.663e-05,0.00237527
34.3688,0.453869,0.15,0.000215933,0.00352617
34.4092,0.453879,0.15,0.000381243,0.00465259
34.4496,0.453895,0.15,0.00059157,0.00575451
34.49,0.453917,0.15,0.000845925,0.00683196
34.5304,0.453948,0.15,0.00114332,0.00788491
34.5708,0.453987,0.15,0.00148276,0.00891338
34.6112,0.454037,0.15,0.00186326,0.00991736
34.6516,0.454098,0.15,0.00228383,0.0108968
34.692,0.454171,0.15,0.00274348,0.0118519
34.7324,0.454257,0.15,0.00324123,0.0127824
34.7728,0.454358,0.15,0.00377607,0.0136884
34.8132,0.454474,0.15,0.00434703,0.0145699
34.8536,0.454606,0.15,0.00495311,0.015427
34.894,0.454755,0.15,0.00559333,0.0162596
34.9344,0.454922,0.15,0.00626669,0.0170676
34.9748,0.455108,0.15,0.0069722,0.0178512
35.0152,0.455314,0.15,0.00770888,0.0186103
35.0556,0.45554,0.15,0.00847574,0.019345
35.096,0.455787,0.15,0.00927178,0.0200551
35.1365,0.456056,0.15,0.010096,0.0207407
35.1769,0.456348,0.15,0.0109475,0.0214019
35.2173,0.456664,0.15,0.0118251,0.0220386
35.2577,0.457003,0.15,0.012728,0.0226507
35.2981,0.457367,0.15,0.0136552,0.0232384
35.3385,0.457757,0.15,0.0146056,0.0238017
35.3789,0.458172,0.15,0.0155782,0.0243404
35.4193,0.458614,0.15,0.0165721,0.0248546
35.4597,0.459083,0.15,0.0175863,0.0253444
35.5001,0.459579,0.15,0.0186198,0.0258096
35.5405,0.460104,0.15,0.0196716,0.0262504
35.5809,0.460657,0.15,0.0207407,0.0266667
35.6213,0.461239,0.15,0.0218262,0.0270585
35.6617,0.461851,0.15,0.022927,0.0274258
35.7021,0.462492,0.15,0.0240421,0.0277686
35.7425,0.463163,0.15,0.0251706,0.0280869
35.7829,0.463864,0.15,0.0263114,0.0283808
35.8233,0.464597,0.15,0.0274636,0.0286501
35.8637,0.46536,0.15,0.0286262,0.028895
35.9041,0.466155,0.15,0.0297982,0.0291154
35.9445,0.466981,0.15,0.0309787,0.0293113
35.9849,0.467839,0.15,0.0321665,0.0294827
36.0253,0.468728,0.15,0.0333608,0.0296296
36.0657,0.46965,0.15,0.0345605,0.0297521
36.1062,0.470604,0.15,0.0357646,0.02985
36.1466,0.47159,0.15,0.0369723,0.0299235
36.187,0.472608,0.15,0.0381824,0.0299725
36.2274,0.473658,0.15,0.039394,0.0299969
36.2678,0.474741,0.15,0.040606,0.0299969
36.3082,0.475856,0.15,0.0418176,0.0299725
36.3486,0.477004,0.15,0.0430277,0.0299235
36.389,0.478183,0.15,0.0442354,0.02985
36.4294,0.479395,0.15,0.0454395,0.0297521
36.4698,0.480639,0.15,0.0466392,0.0296296
36.5102,0.481914,0.15,0.0478335,0.0294827
36.5506,0.483222,0.15,0.0490213,0.0293113
36.591,0.48456,0.15,0.0502018,0.0291154
36.6314,0.48593,0.15,0.0513738,0.028895
36.6718,0.487331,0.15,0.0525364,0.0286501
36.7122,0.488763,0.15,0.0536886,0.0283808
36.7526,0.490225,0.15,0.0548294,0.0280869
36.793,0.491717,0.15,0.0559579,0.0277686
36.8334,0.493239,0.15,0.057073,0.0274258
36.8738,0.49479,0.15,0.0581738,0.0270585
36.9142,0.496371,0.15,0.0592593,0.0266667
36.9546,0.497979,0.15,0.0603284,0.0262504
36.995,0.499616,0.15,0.0613802,0.0258096
37.0354,0.501281,0.15,0.0624137,0.0253444
37.0758,0.502972,0.15,0.0634279,0.0248546
37.1163,0.50469,0.15,0.0644218,0.0243404
37.1567,0.506434,0.15,0.0653944,0.0238017
37.1971,0.508203,0.15,0.0663448,0.0232384
37.2375,0.509997,0.15,0.067272,0.0226507
37.2779,0.511815,0.15,0.0681749,0.0220386
37.3183,0.513656,0.15,0.0690525,0.0214019
37.3587,0.51552,0.15,0.069904,0.0207407
37.3991,0.517406,0.15,0.0707282,0.0200551
37.4395,0.519314,0.15,0.0715243,0.019345
37.4799,0.521242,0.15,0.0722911,0.0186103
37.5203,0.523189,0.15,0.0730278,0.0178512
37.5607,0.525155,0.15,0.0737333,0.0170676
37.6011,0.527139,0.15,0.0744067,0.0162596
37.6415,0.529141,0.15,0.0750469,0.015427
37.6819,0.531158,0.15,0.075653,0.0145699
37.7223,0.533191,0.15,0.0762239,0.0136884
37.7627,0.535238,0.15,0.0767588,0.0127824
37.8031,0.537298,0.15,0.0772565,0.0118519
37.8435,0.53937,0.15,0.0777162,0.0108968
37.8839,0.541454,0.15,0.0781367,0.00991736
37.9243,0.543548,0.15,0.0785172,0.00891338
37.9647,0.54565,0.15,0.0788567,0.00788491
38.0051,0.547761,0.15,0.0791541,0.00683196
38.0455,0.549879,0.15,0.0794084,0.00575451
38.0859,0.552002,0.15,0.0796188,0.00465259
38.1264,0.55413,0.15,0.0797841,0.00352617
38.1668,0.55626,0.15,0.0799034,0.00237527
38.2072,0.558393,0.15,0.0799757,0.00119988
38.2476,0.560526,0.15,0.08,0
38.2476,0.560526,0.15,0.08,0
38.2954,0.564354,0.15,0.08,0
38.3433,0.568182,0.15,0.08,0
38.3911,0.57201,0.15,0.08,0
38.439,0.575837,0.15,0.08,0
38.4868,0.579665,0.15,0.08,0
38.5346,0.583493,0.15,0.08,0
38.5825,0.587321,0.15,0.08,0
38.6303,0.591148,0.15,0.08,0
38.6782,0.594976,0.15,0.08,0
38.726,0.598804,0.15,0.08,0
38.7739,0.602632,0.15,0.08,0
38.8217,0.606459,0.15,0.08,0
38.8696,0.610287,0.15,0.08,0
38.9174,0.614115,0.15,0.08,0
38.9653,0.617943,0.15,0.08,0
39.0131,0.62177,0.15,0.08,0
39.061,0.625598,0.15,0.08,0
39.1088,0.629426,0.15,0.08,0
39.1567,0.633254,0.15,0.08,0
39.2045,0.637081,0.15,0.08,0
39.2523,0.640909,0.15,0.08,0
39.3002,0.644737,0.15,0.08,0
39.348,0.648565,0.15,0.08,0
39.3959,0.652392,0.15,0.08,0
39.4437,0.65622,0.15,0.08,0
39.4916,0.660048,0.15,0.08,0
39.5394,0.663876,0.15,0.08,0
39.5873,0.667703,0.15,0.08,0
39.6351,0.671531,0.15,0.08,0
39.683,0.675359,0.15,0.08,0
39.7308,0.679187,0.15,0.08,0
39.7787,0.683014,0.15,0.08,0
39.8265,0.686842,0.15,0.08,0
39.8744,0.69067,0.15,0.08,0
39.9222,0.694498,0.15,0.08,0
39.9701,0.698325,0.15,0.08,0
40.0179,0.702153,0.15,0.08,0
40.0657,0.705981,0.15,0.08,0
40.1136,0.709809,0.15,0.08,0
40.1614,0.713636,0.15,0.08,0
40.2093,0.717464,0.15,0.08,0
40.2571,0.721292,0.15,0.08,0
40.305,0.72512,0.15,0.08,0
40.3528,0.728947,0.15,0.08,0
40.4007,0.732775,0.15,0.08,0
40.4485,0.736603,0.15,0.08,0
40.4964,0.740431,0.15,0.08,0
40.5442,0.744258,0.15,0.08,0
40.5921,0.748086,0.15,0.08,0
40.6399,0.751914,0.15,0.08,0
40.6878,0.755742,0.15,0.08,0
40.7356,0.759569,0.15,0.08,0
40.7834,0.763397,0.15,0.08,0
40.8313,0.767225,0.15,0.08,0
40.8791,0.771053,0.15,0.08,0
40.927,0.77488,0.15,0.08,0
40.9748,0.778708,0.15,0.08,0
41.0227,0.782536,0.15,0.08,0
41.0705,0.786364,0.15,0.08,0
41.1184,0.790191,0.15,0.08,0
41.1662,0.794019,0.15,0.08,0
41.2141,0.797847,0.15,0.08,0
41.2619,0.801675,0.15,0.08,0
41.3098,0.805502,0.15,0.08,0
41.3576,0.80933,0.15,0.08,0
41.4055,0.813158,0.15,0.08,0
41.4533,0.816986,0.15,0.08,0
41.5012,0.820813,0.15,0.08,0
41.549,0.824641,0.15,0.08,0
41.5968,0.828469,0.15,0.08,0
41.6447,0.832297,0.15,0.08,0
41.6925,0.836124,0.15,0.08,0
41.7404,0.839952,0.15,0.08,0
41.7882,0.84378,0.15,0.08,0
41.8361,0.847608,0.15,0.08,0
41.8839,0.851435,0.15,0.08,0
41.9318,0.855263,0.15,0.08,0
41.9796,0.859091,0.15,0.08,0
42.0275,0.862919,0.15,0.08,0
42.0753,0.866746,0.15,0.08,0
42.1232,0.870574,0.15,0.08,0
42.171,0.874402,0.15,0.08,0
42.2189,0.87823,0.15,0.08,0
42.2667,0.882057,0.15,0.08,0
42.3145,0.885885,0.15,0.08,0
42.3624,0.889713,0.15,0.08,0
42.4102,0.893541,0.15,0.08,0
42.4581,0.897368,0.15,0.08,0
42.5059,0.901196,0.15,0.08,0
42.5538,0.905024,0.15,0.08,0
42.6016,0.908852,0.15,0.08,0
42.6495,0.912679,0.15,0.08,0
42.6973,0.916507,0.15,0.08,0
42.7452,0.920335,0.15,0.08,0
42.793,0.924163,0.15,0.08,0
42.8409,0.92799,0.15,0.08,0
42.8887,0.931818,0.15,0.08,0
42.9366,0.935646,0.15,0.08,0
42.9844,0.939474,0.15,0.08,0
42.9844,0.941607,0.15,0.08,-0
43.0248,0.94374,0.15,0.0799757,-0.00119988
43.0652,0.94587,0.15,0.0799034,-0.00237527
43.1056,0.947998,0.15,0.0797841,-0.00352617
43.146,0.950121,0.15,0.0796188,-0.00465259
43.1864,0.952239,0.15,0.0794084,-0.00575451
43.2268,0.95435,0.15,0.0791541,-0.00683196
43.2672,0.956452,0.15,0.0788567,-0.00788491
43.3076,0.958546,0.15,0.0785172,-0.00891338
43.348,0.96063,0.15,0.0781367,-0.00991736
